,Node,Time,Value
203,n_1514,12,-1802.7926599837283
204,n_1514,13,-1582.2289294875357
205,n_1514,14,-1271.935135655874
206,n_1514,15,-1125.3864491124218
207,n_1514,16,-1143.5535883701739
208,n_1514,17,-1405.548408722877
209,n_1514,18,-1604.3635546924752
210,n_1514,19,-1688.1107993873993
211,n_1514,20,-1899.7220128196866
212,n_1514,21,-1909.1179390520065
213,n_1514,22,-2067.747449805029
214,n_1514,23,-2213.5599835517737
215,n_1514,24,-2206.0185196208863
216,n_1834,1,-2437.7090851313305
217,n_1834,2,-2260.0338856350254
218,n_1834,3,-1900.7391443072263
219,n_1834,4,-1882.349553807369
220,n_1834,5,-1942.0806242645158
221,n_1834,6,-2162.1264564288044
222,n_1834,7,-2143.1337604303963
223,n_1834,8,-2108.4851169067006
224,n_1834,9,-2171.899355653559
225,n_1834,10,-2181.4193214265997
226,n_1834,11,-1955.4478389832836
227,n_1834,12,-1881.3173685656434
228,n_1834,13,-1658.3041967193028
229,n_1834,14,-1314.6494552320978
230,n_1834,15,-1147.2708258525986
231,n_1834,16,-1134.8572437974499
232,n_1834,17,-1426.9149223667052
233,n_1834,18,-1641.0376694405288
234,n_1834,19,-1749.5884585558185
235,n_1834,20,-1972.3044312974444
236,n_1834,21,-1962.8761165175854
237,n_1834,22,-2114.799040627956
238,n_1834,23,-2297.0754452978294
239,n_1834,24,-2274.205296995365
240,n_2106,1,-1765.2965171019478
241,n_2106,2,-1372.8686867681042
242,n_2106,3,-1699.835647201825
243,n_2106,4,-1141.171117739361
244,n_2106,5,-1607.577888868187
245,n_2106,6,-1612.6652323606575
246,n_2106,7,-1555.1783073232475
247,n_2106,8,-1806.8260787212305
248,n_2106,9,-1325.0516079473814
249,n_2106,10,-1665.900460285269
250,n_2106,11,-1655.4867795906844
251,n_2106,12,-1513.6597511129462
252,n_2106,13,-1112.6363651601328
253,n_2106,14,-1075.275666744308
254,n_2106,15,-760.4805787748237
255,n_2106,16,-916.0151149402677
256,n_2106,17,-1045.91409499623
257,n_2106,18,-1399.8181397564265
258,n_2106,19,-1304.1374604993143
259,n_2106,20,-1477.7192001515775
260,n_2106,21,-1278.6074469800462
261,n_2106,22,-1679.2667677712088
262,n_2106,23,-1939.9111849248868
263,n_2106,24,-1602.0597648697153
264,n_3492,1,-2604.8771176334603
265,n_3492,2,-2336.939863969672
266,n_3492,3,-2174.67227526659
267,n_3492,4,-2144.5445700075134
268,n_3492,5,-2047.3615312406118
269,n_3492,6,-2323.1386416781097
270,n_3492,7,-2262.7392537206656
271,n_3492,8,-2284.3021665117867
272,n_3492,9,-2280.1167393227997
273,n_3492,10,-2320.8670594967352
274,n_3492,11,-2055.468508855224
275,n_3492,12,-2061.801533691589
276,n_3492,13,-1790.5179429782133
277,n_3492,14,-1431.7266999666
278,n_3492,15,-1326.28374468433
279,n_3492,16,-1370.6047856922464
280,n_3492,17,-1663.6381189000058
281,n_3492,18,-1855.7734889829428
282,n_3492,19,-1822.3274910878968
283,n_3492,20,-2128.999417538132
284,n_3492,21,-2149.941883263263
285,n_3492,22,-2337.5350259038482
286,n_3492,23,-2368.566575479531
287,n_3492,24,-2418.423499021759
288,n_3861,1,-1799.2227636189632
289,n_3861,2,-1684.8473505016732
290,n_3861,3,-1503.7696085312514
291,n_3861,4,-1501.318477769057
292,n_3861,5,-1482.1539615797217
293,n_3861,6,-1579.400115911391
294,n_3861,7,-1613.4466291239996
295,n_3861,8,-1609.6916405928164
296,n_3861,9,-1584.4748632802932
297,n_3861,10,-1610.104917477558
298,n_3861,11,-1471.501710616145
299,n_3861,12,-1460.5021434708294
300,n_3861,13,-1363.7108848687765
301,n_3861,14,-1179.6980877252004
302,n_3861,15,-1079.9760521403775
303,n_3861,16,-1099.3893739216883
304,n_3861,17,-1257.6348845476268
305,n_3861,18,-1402.7859870271993
306,n_3861,19,-1407.1246257762566
307,n_3861,20,-1484.4315821053563
308,n_3861,21,-1464.3381394691191
309,n_3861,22,-1591.0742735745657
310,n_3861,23,-1695.6949519689572
311,n_3861,24,-1707.9069877578775
312,n_4093,1,-1810.4227455009016
313,n_4093,2,-1701.8523067974925
314,n_4093,3,-1470.9472422957901
315,n_4093,4,-1474.848567268776
316,n_4093,5,-1473.561234314146
317,n_4093,6,-1600.4120446049942
318,n_4093,7,-1596.1425258901106
319,n_4093,8,-1594.469876908291
320,n_4093,9,-1604.8195520582328
321,n_4093,10,-1598.3891277068878
322,n_4093,11,-1488.221246471137
323,n_4093,12,-1506.5630409849784
324,n_4093,13,-1586.112077913403
325,n_4093,14,-1333.6618645576887
326,n_4093,15,-1217.317871263449
327,n_4093,16,-1235.3899450028855
328,n_4093,17,-1404.678733449114
329,n_4093,18,-1574.4624162431053
330,n_4093,19,-1555.9568985638205
331,n_4093,20,-1486.5408700288772
332,n_4093,21,-1483.4363291342422
333,n_4093,22,-1598.5564707804974
334,n_4093,23,-1725.6852665924405
335,n_4093,24,-1726.702862252514
336,n_4472,1,-2184.5036095350883
337,n_4472,2,-2069.6792846529393
338,n_4472,3,-1798.4135955227548
339,n_4472,4,-1802.7196905540823
340,n_4472,5,-1811.9950090429902
341,n_4472,6,-1958.778947849808
342,n_4472,7,-1947.516474986165
343,n_4472,8,-1946.3147823330382
344,n_4472,9,-1973.2292385750868
345,n_4472,10,-1965.940628197157
346,n_4472,11,-1824.7592504102738
347,n_4472,12,-1831.8824328515784
348,n_4472,13,-1874.3763037097042
349,n_4472,14,-1593.9134112752783
350,n_4472,15,-1460.804984132655
351,n_4472,16,-1479.6817319956701
352,n_4472,17,-1673.5257652561181
353,n_4472,18,-1861.5147078229618
354,n_4472,19,-1857.5067672919863
355,n_4472,20,-1829.8462842159154
356,n_4472,21,-1824.2236108230607
357,n_4472,22,-1945.2648645425254
358,n_4472,23,-2090.234505486479
359,n_4472,24,-2091.1129378999417
360,n_4473,1,-1887.8114949676171
361,n_4473,2,-1771.543548268014
362,n_4473,3,-1533.089530932473
363,n_4473,4,-1537.4165047957608
364,n_4473,5,-1537.0056081302157
365,n_4473,6,-1668.0777360009092
366,n_4473,7,-1663.4117352154217
367,n_4473,8,-1662.357221957121
368,n_4473,9,-1671.8820689090674
369,n_4473,10,-1664.60834731763
370,n_4473,11,-1559.608105316905
371,n_4473,12,-1595.8565839987646
372,n_4473,13,-1683.223352924413
373,n_4473,14,-1422.0787020854316
374,n_4473,15,-1300.9740456057532
375,n_4473,16,-1319.5529743161846
376,n_4473,17,-1495.50996414801
377,n_4473,18,-1671.5223277237912
378,n_4473,19,-1635.0732573627015
379,n_4473,20,-1557.2094987256319
380,n_4473,21,-1544.3363665081752
381,n_4473,22,-1665.8360983006046
382,n_4473,23,-1797.27440733012
383,n_4473,24,-1799.0889668632353
384,n_4491,1,-2600.838155805536
385,n_4491,2,-2448.4798512623915
386,n_4491,3,-2188.783023417064
387,n_4491,4,-2196.604839841695
388,n_4491,5,-2206.241806924138
389,n_4491,6,-2348.7296141199577
390,n_4491,7,-2347.421200814963
391,n_4491,8,-2344.4052198799086
392,n_4491,9,-2346.8031833349783
393,n_4491,10,-2319.6787419725324
394,n_4491,11,-2181.4931709291545
395,n_4491,12,-2173.2344675885247
396,n_4491,13,-2306.532830760812
397,n_4491,14,-2013.291297914309
398,n_4491,15,-1879.5006494195936
399,n_4491,16,-1899.7942304101043
400,n_4491,17,-2090.148355800594
401,n_4491,18,-2288.960548474001
402,n_4491,19,-2294.867216199713
403,n_4491,20,-2172.5542325932256
404,n_4491,21,-2195.4566428668472
405,n_4491,22,-2338.232142429892
406,n_4491,23,-2481.7574563405765
407,n_4491,24,-2490.36269025556
408,n_6024,1,2.637848309439442
409,n_6024,2,2.4992270312469755
410,n_6024,3,2.4636168664883282
411,n_6024,4,2.4763107117407652
412,n_6024,5,2.502597080259762
413,n_6024,6,2.524502385922902
414,n_6024,7,2.5450596760013164
415,n_6024,8,2.5388812542462524
416,n_6024,9,2.4891168899505356
417,n_6024,10,2.414638847249402
418,n_6024,11,2.344317195746231
419,n_6024,12,2.228275235317014
420,n_6024,13,2.0974050661215773
421,n_6024,14,2.003830087627315
422,n_6024,15,1.972039309453363
423,n_6024,16,1.9781053953794803
424,n_6024,17,2.0092221643255894
425,n_6024,18,2.078083461542821
426,n_6024,19,2.181880917162471
427,n_6024,20,2.3101673824012567
428,n_6024,21,2.426434011616102
429,n_6024,22,2.5068658072866725
430,n_6024,23,2.5343878584337145
431,n_6024,24,2.560112553553162
432,n_6048,1,-2496.7899225694778
433,n_6048,2,-2307.9488044500904
434,n_6048,3,-2051.263791409887
435,n_6048,4,-2030.8110790605785
436,n_6048,5,-2042.9585767494407
437,n_6048,6,-2229.3207599102952
438,n_6048,7,-2238.3867463843
439,n_6048,8,-2209.1598377937607
440,n_6048,9,-2234.1352927681446
441,n_6048,10,-2225.7404496274617
442,n_6048,11,-2004.6231282158176
443,n_6048,12,-1939.0557263256558
444,n_6048,13,-1713.7930932518314
445,n_6048,14,-1409.8142694307114
446,n_6048,15,-1264.764113721321
447,n_6048,16,-1285.5725855360672
448,n_6048,17,-1545.9334812212687
449,n_6048,18,-1741.68456206456
450,n_6048,19,-1824.586290783686
451,n_6048,20,-2035.7977607385585
452,n_6048,21,-2047.4932939542675
453,n_6048,22,-2208.3480078340767
454,n_6048,23,-2352.347206737707
455,n_6048,24,-2342.205069545199
456,n_6177,1,-2563.8297982024087
457,n_6177,2,-2384.8246427818967
458,n_6177,3,-2025.691654995293
459,n_6177,4,-2007.1363929508377
460,n_6177,5,-2066.4800673331374
461,n_6177,6,-2286.015260484821
462,n_6177,7,-2268.631068495734
463,n_6177,8,-2231.5330431812386
464,n_6177,9,-2294.62684769438
465,n_6177,10,-2304.421851134946
466,n_6177,11,-2074.931513282332
467,n_6177,12,-2003.1019803972422
468,n_6177,13,-1770.8003989776244
469,n_6177,14,-1427.2222644760227
470,n_6177,15,-1258.2379915858915
471,n_6177,16,-1246.760119112844
472,n_6177,17,-1538.4846104362891
473,n_6177,18,-1753.2075000689624
474,n_6177,19,-1865.5087623526442
475,n_6177,20,-2095.238563679646
476,n_6177,21,-2086.4841771135875
477,n_6177,22,-2237.1684696022403
478,n_6177,23,-2419.315912434242
479,n_6177,24,-2399.976675615988
480,n_6178,1,-2362.225100367516
481,n_6178,2,-2177.9380024968386
482,n_6178,3,-1908.0853594176647
483,n_6178,4,-1889.6996420104983
484,n_6178,5,-1907.558766441181
485,n_6178,6,-2096.354891039716
486,n_6178,7,-2101.8824535616664
487,n_6178,8,-2071.157983411299
488,n_6178,9,-2102.9433837048664
489,n_6178,10,-2096.651006469962
490,n_6178,11,-1873.3133865342952
491,n_6178,12,-1807.3934294676476
492,n_6178,13,-1586.5594884242016
493,n_6178,14,-1276.0724882513139
494,n_6178,15,-1129.4581625783912
495,n_6178,16,-1147.6378266167694
496,n_6178,17,-1409.6968944545863
497,n_6178,18,-1608.6542198791171
498,n_6178,19,-1692.6157774916974
499,n_6178,20,-1904.4918668447126
500,n_6178,21,-1914.1278513741352
501,n_6178,22,-2072.9234314445757
502,n_6178,23,-2218.79279058736
503,n_6178,24,-2211.304441002666
504,n_6403,1,-3156.5629799270687
505,n_6403,2,-2950.914973666485
506,n_6403,3,-2221.1922965070976
507,n_6403,4,-2140.084336475364
508,n_6403,5,-2240.8628995824524
509,n_6403,6,-2637.344653453597
510,n_6403,7,-2638.332174925157
511,n_6403,8,-2417.065455424703
512,n_6403,9,-2377.895344671742
513,n_6403,10,-3047.2317137135624
514,n_6403,11,-2161.9558617787907
515,n_6403,12,-2757.1734712117905
516,n_6403,13,-1528.9136985038924
517,n_6403,14,-1690.7060391599628
518,n_6403,15,-1160.271381041496
519,n_6403,16,-757.6470342943247
520,n_6403,17,-1466.5570967042747
521,n_6403,18,-1407.9415528064592
522,n_6403,19,-2043.720217288996
523,n_6403,20,-2364.62442444623
524,n_6403,21,-2237.479361197612
525,n_6403,22,-2614.1300401928825
526,n_6403,23,-2941.120211309796
527,n_6403,24,-3096.982630704681
528,n_6407,1,-2829.1596797347847
529,n_6407,2,-2677.4687691813197
530,n_6407,3,-2129.849397293388
531,n_6407,4,-2095.246372840647
532,n_6407,5,-2180.7409509959525
533,n_6407,6,-2484.45196886123
534,n_6407,7,-2452.188656306698
535,n_6407,8,-2371.1519757849533
536,n_6407,9,-2471.4431892534944
537,n_6407,10,-2790.4725784988395
538,n_6407,11,-2340.658621375393
539,n_6407,12,-2543.2329551378675
540,n_6407,13,-1897.9659433625775
541,n_6407,14,-1667.1004627925854
542,n_6407,15,-1308.4127014946691
543,n_6407,16,-1183.569028901831
544,n_6407,17,-1685.9865397433982
545,n_6407,18,-1737.1082935473214
546,n_6407,19,-2103.037841889746
547,n_6407,20,-2474.4276788631723
548,n_6407,21,-2312.501472463909
549,n_6407,22,-2399.66168598327
550,n_6407,23,-2667.516853686784
551,n_6407,24,-2739.56250363601
552,n_6408,1,-3099.6082224407037
553,n_6408,2,-2912.487026995881
554,n_6408,3,-2219.373858132023
555,n_6408,4,-2117.478218500397
556,n_6408,5,-2194.240585101632
557,n_6408,6,-2610.2586093033406
558,n_6408,7,-2578.8621435492764
559,n_6408,8,-2405.390047424636
560,n_6408,9,-2366.294685192513
561,n_6408,10,-3025.4672336287144
562,n_6408,11,-2202.4688829069955
563,n_6408,12,-2666.360369694832
564,n_6408,13,-1549.8310342540315
565,n_6408,14,-1666.3505629421481
566,n_6408,15,-1104.6937556376035
567,n_6408,16,-762.1831393879771
568,n_6408,17,-1527.8858957174118
569,n_6408,18,-1403.2446372783654
570,n_6408,19,-2002.4234360215248
571,n_6408,20,-2346.022117082456
572,n_6408,21,-2222.2686060374167
573,n_6408,22,-2547.5090656251464
574,n_6408,23,-2840.231438276486
575,n_6408,24,-3036.1198784401045
576,n_6650,1,-3034.833031857226
577,n_6650,2,-2917.476082635749
578,n_6650,3,-2487.8042995732662
579,n_6650,4,-2463.0489773386475
580,n_6650,5,-2549.5145286535862
581,n_6650,6,-2730.6680292644774
582,n_6650,7,-2738.343935596837
583,n_6650,8,-2703.204147350585
584,n_6650,9,-2783.8164628175014
585,n_6650,10,-2734.035997451486
586,n_6650,11,-2492.636201062916
587,n_6650,12,-2406.5316421852663
588,n_6650,13,-2200.794790623403
589,n_6650,14,-1843.7803951418537
590,n_6650,15,-1668.6183251001562
591,n_6650,16,-1702.131723602931
592,n_6650,17,-1972.379087460936
593,n_6650,18,-2204.583359589095
594,n_6650,19,-2259.843458078045
595,n_6650,20,-2501.155417236401
596,n_6650,21,-2526.0936238301797
597,n_6650,22,-2697.496406489434
598,n_6650,23,-2873.687499102055
599,n_6650,24,-2889.905330806628
600,n_6651,1,-3092.163950512583
601,n_6651,2,-2927.9744647374987
602,n_6651,3,-2374.7559018809397
603,n_6651,4,-2346.3479875144913
604,n_6651,5,-2427.9235653729697
605,n_6651,6,-2735.885058013446
606,n_6651,7,-2716.6186927283575
607,n_6651,8,-2607.529443803323
608,n_6651,9,-2691.0163034887332
609,n_6651,10,-3005.4336241614237
610,n_6651,11,-2534.796920442602
611,n_6651,12,-2731.7596912012823
612,n_6651,13,-2074.92193156608
613,n_6651,14,-1863.568053884841
614,n_6651,15,-1518.408914233309
615,n_6651,16,-1376.9759642967533
616,n_6651,17,-1867.400293804206
617,n_6651,18,-1937.2685394790685
618,n_6651,19,-2293.7541106518293
619,n_6651,20,-2664.4052440149994
620,n_6651,21,-2527.7464192691077
621,n_6651,22,-2666.2625619832406
622,n_6651,23,-2928.863312910848
623,n_6651,24,-2978.526541776903
624,n_6654,1,-2362.2251003675165
625,n_6654,2,-2177.938002496839
626,n_6654,3,-1908.085359417665
627,n_6654,4,-1889.6996420104986
628,n_6654,5,-1907.5587664411812
629,n_6654,6,-2096.3548910397167
630,n_6654,7,-2101.882453561667
631,n_6654,8,-2071.1579834112995
632,n_6654,9,-2102.943383704867
633,n_6654,10,-2096.6510064699623
634,n_6654,11,-1873.3133865342954
635,n_6654,12,-1807.3934294676478
636,n_6654,13,-1586.5594884242018
637,n_6654,14,-1276.072488251314
638,n_6654,15,-1129.4581625783915
639,n_6654,16,-1147.6378266167696
640,n_6654,17,-1409.6968944545865
641,n_6654,18,-1608.6542198791174
642,n_6654,19,-1692.6157774916976
643,n_6654,20,-1904.4918668447128
644,n_6654,21,-1914.1278513741354
645,n_6654,22,-2072.923431444576
646,n_6654,23,-2218.7927905873603
647,n_6654,24,-2211.3044410026664
648,n_6655,1,-3412.2127630441173
649,n_6655,2,-3227.039664141631
650,n_6655,3,-2603.581589845863
651,n_6655,4,-2584.521545696779
652,n_6655,5,-2652.044239850254
653,n_6655,6,-3002.266607453266
654,n_6655,7,-3016.606746651501
655,n_6655,8,-2809.654618907586
656,n_6655,9,-2839.1750259510254
657,n_6655,10,-3264.9085826110413
658,n_6655,11,-2645.375317473352
659,n_6655,12,-2930.7781626612255
660,n_6655,13,-2105.4760194054206
661,n_6655,14,-2026.971560337951
662,n_6655,15,-1655.5767100991063
663,n_6655,16,-1416.242899088836
664,n_6655,17,-1952.1440490511168
665,n_6655,18,-2003.1942918945078
666,n_6655,19,-2407.9728459778157
667,n_6655,20,-2793.249856600207
668,n_6655,21,-2685.194817534692
669,n_6655,22,-2977.897067817424
670,n_6655,23,-3244.7897541103976
671,n_6655,24,-3259.291560260722
672,n_6656,1,-3144.051095033261
673,n_6656,2,-2976.632588319688
674,n_6656,3,-2421.0286607931976
675,n_6656,4,-2393.790048761357
676,n_6656,5,-2474.0024088197088
677,n_6656,6,-2783.934995226588
678,n_6656,7,-2768.072969543396
679,n_6656,8,-2650.7664614924506
680,n_6656,9,-2728.5425004843096
681,n_6656,10,-3044.395798034372
682,n_6656,11,-2565.694889593012
683,n_6656,12,-2762.8320415938133
684,n_6656,13,-2100.2241090847538
685,n_6656,14,-1897.02077548976
686,n_6656,15,-1554.1430238258563
687,n_6656,16,-1406.71498710367
688,n_6656,17,-1895.8503112721223
689,n_6656,18,-1969.1308164921866
690,n_6656,19,-2324.2291634897765
691,n_6656,20,-2694.0237257670397
692,n_6656,21,-2564.47543774572
693,n_6656,22,-2718.595554325407
694,n_6656,23,-2979.7136850206966
695,n_6656,24,-3024.1034575203407
696,n_6660,1,-221.90426608162005
697,n_6660,2,-207.12123768567224
698,n_6660,3,-184.4423345799311
699,n_6660,4,-183.7567229152438
700,n_6660,5,-184.20094552788706
701,n_6660,6,-197.52851029810375
702,n_6660,7,-197.9080812425754
703,n_6660,8,-198.11925125780468
704,n_6660,9,-197.41864069636836
705,n_6660,10,-198.6098546438307
706,n_6660,11,-183.23411842286876
707,n_6660,12,-181.44426643470183
708,n_6660,13,-172.1858306899764
709,n_6660,14,-147.01206712321027
710,n_6660,15,-133.98045844097254
711,n_6660,16,-136.21039332087926
712,n_6660,17,-156.83595365918447
713,n_6660,18,-173.96735222273387
714,n_6660,19,-175.93749172385685
715,n_6660,20,-183.90853310127895
716,n_6660,21,-183.30474075847184
717,n_6660,22,-197.37294309129484
718,n_6660,23,-210.59198699465844
719,n_6660,24,-210.18151351780307
720,n_6665,1,-3601.1252239963214
721,n_6665,2,-3407.4128036291113
722,n_6665,3,-2942.7666204852426
723,n_6665,4,-2921.522265750276
724,n_6665,5,-3001.1080029015384
725,n_6665,6,-3267.7005735041953
726,n_6665,7,-3256.4030219543242
727,n_6665,8,-3161.845511071215
728,n_6665,9,-3227.107033784068
729,n_6665,10,-3348.9980005761063
730,n_6665,11,-2999.2092611094545
731,n_6665,12,-3021.7091024495157
732,n_6665,13,-2576.214587983026
733,n_6665,14,-2278.293181381731
734,n_6665,15,-2036.7940563550198
735,n_6665,16,-1959.4068498472664
736,n_6665,17,-2329.448675293392
737,n_6665,18,-2513.1777517376404
738,n_6665,19,-2741.416823173871
739,n_6665,20,-3063.517948703911
740,n_6665,21,-3027.369101570453
741,n_6665,22,-3202.1104998130822
742,n_6665,23,-3423.072066437545
743,n_6665,24,-3426.319160447198
744,n_6666,1,559.5543472234276
745,n_6666,2,353.60419770620194
746,n_6666,3,-11.11361348262232
747,n_6666,4,-11.17074775693973
748,n_6666,5,-11.289208065387147
749,n_6666,6,195.1868847217405
750,n_6666,7,195.09424015760828
751,n_6666,8,195.1220585272292
752,n_6666,9,195.3463120552226
753,n_6666,10,195.6817565785948
754,n_6666,11,-10.57604960163316
755,n_6666,12,-10.053116535619298
756,n_6666,13,-9.462791069199652
757,n_6666,14,-9.039233998071278
758,n_6666,15,-8.894983585449546
759,n_6666,16,-8.922488179265887
760,n_6666,17,-9.064300310537524
761,n_6666,18,-9.375883759023846
762,n_6666,19,-9.843667099999418
763,n_6666,20,-10.422251054251046
764,n_6666,21,-10.946007726093569
