AvalonHydropower,Blewett,Bridgewater,CowansFord,FallsHydro,HawRiverHydro,HighRockHydro,HighShoalsHydroNC,JordanHydroelectricProject,LookoutShoals,MountainIsland,NarrowsNC,OxfordDam,Rhodhiss,TuckertownHydro,Gaston,LockvilleHydropower,RoanokeRapids,RockyMountMill,Tillery,BearCreekDam,CedarCliff,Chatuge,Cheoah,FontanaDam,FranklinNC,HiwasseeDam,IvyRiverHydro,LakeLure,MarshallDam,MetropolitanSewerageDistrict,Mission,Nantahala,QueensCreek,Santeetlah,TennesseeCreek,Thorpe,Tuckasegee,TurnerShoals,Tuxedo,Walters
0.85907313,67.72359844,19.83027142,250.5629963,22.47908024,1.073841413,23.62451108,1.288609695,3.149934811,18.4700723,42.95365651,77.88929714,25.77219391,18.25530402,30.06755956,25.83095499,0.17453348,14.54445664,0.232711306,12.21734358,0.679391783,0.483123045,0.996441281,16.60735469,19.22678745,0.075487976,12.5008088,0.090585571,0.271756713,0.377439879,0.181171142,0.135878357,3.261080556,0.105683166,3.396958913,0.815270139,1.630540278,0.226463928,0.40763507,0.377439879,8.152701391
0.897475406,70.75097784,20.71672395,261.7636601,23.48393979,1.121844257,24.68057366,1.346213109,3.290743155,19.29572123,44.8737703,81.37110347,26.92426218,19.07135238,31.41163921,22.41931943,0.151481888,12.62349067,0.201975851,10.60373216,0.679391783,0.483123045,0.996441281,16.60735469,19.22678745,0.075487976,12.5008088,0.090585571,0.271756713,0.377439879,0.181171142,0.135878357,3.261080556,0.105683166,3.396958913,0.815270139,1.630540278,0.226463928,0.40763507,0.377439879,8.152701391
0.900320019,70.97522816,20.7823871,262.5933389,23.55837383,1.125400024,24.75880052,1.350480028,3.301173403,19.35688041,45.01600095,81.62901505,27.00960057,19.1318004,31.51120066,21.44456641,0.144895719,12.07464325,0.193194292,10.14270033,0.679391783,0.483123045,0.996441281,16.60735469,19.22678745,0.075487976,12.5008088,0.090585571,0.271756713,0.377439879,0.181171142,0.135878357,3.261080556,0.105683166,3.396958913,0.815270139,1.630540278,0.226463928,0.40763507,0.377439879,8.152701391
0.898897712,70.863103,20.74955553,262.1784995,23.52115681,1.123622141,24.71968709,1.348346569,3.295958279,19.32630082,44.94488562,81.50005926,26.96693137,19.10157639,31.46141994,21.44456641,0.144895719,12.07464325,0.193194292,10.14270033,0.689097379,0.490024803,1.010676157,16.84460261,19.50145584,0.076566375,12.67939178,0.091879651,0.275638952,0.382831877,0.183759301,0.137819476,3.307667422,0.107192926,3.445486897,0.826916855,1.653833711,0.229699126,0.413458428,0.382831877,8.269168554
0.787957805,62.11734029,18.18869266,229.8210264,20.61822923,0.984947256,21.66883963,1.181936707,2.889178618,16.94109281,39.39789025,71.44150764,23.63873415,16.74410335,27.57852317,21.44456641,0.144895719,12.07464325,0.193194292,10.14270033,0.679391783,0.483123045,0.996441281,16.60735469,19.22678745,0.075487976,12.5008088,0.090585571,0.271756713,0.377439879,0.181171142,0.135878357,3.261080556,0.105683166,3.396958913,0.815270139,1.630540278,0.226463928,0.40763507,0.377439879,8.152701391
0.795069337,62.6779661,18.35285054,231.8952234,20.80431433,0.993836672,21.86440678,1.192604006,2.915254237,17.09399076,39.75346687,72.08628659,23.85208012,16.89522342,27.82742681,21.44456641,0.144895719,12.07464325,0.193194292,10.14270033,0.679391783,0.483123045,0.996441281,16.60735469,19.22678745,0.075487976,12.5008088,0.090585571,0.271756713,0.377439879,0.181171142,0.135878357,3.261080556,0.105683166,3.396958913,0.815270139,1.630540278,0.226463928,0.40763507,0.377439879,8.152701391
1.836197701,144.7535854,42.38556359,535.5576627,48.04717317,2.295247126,50.49543677,2.754296551,6.732724902,39.47825056,91.80988503,166.4819249,55.08593102,39.01920114,64.26691952,21.44456641,0.144895719,12.07464325,0.193194292,10.14270033,0.689097379,0.490024803,1.010676157,16.84460261,19.50145584,0.076566375,12.67939178,0.091879651,0.275638952,0.382831877,0.183759301,0.137819476,3.307667422,0.107192926,3.445486897,0.826916855,1.653833711,0.229699126,0.413458428,0.382831877,8.269168554
1.753703923,138.2503259,40.48133223,511.4969776,45.88858599,2.192129904,48.22685789,2.630555885,6.430247718,37.70463435,87.68519616,159.002489,52.6111177,37.26620837,61.37963731,21.44456641,0.144895719,12.07464325,0.193194292,10.14270033,0.679391783,0.483123045,0.996441281,16.60735469,19.22678745,0.075487976,12.5008088,0.090585571,0.271756713,0.377439879,0.181171142,0.135878357,3.261080556,0.105683166,3.396958913,0.815270139,1.630540278,0.226463928,0.40763507,0.377439879,8.152701391
1.410928055,111.2281617,32.5689226,411.5206827,36.91928411,1.763660069,38.80052151,2.116392082,5.173402868,30.33495318,70.54640275,127.9241437,42.32784165,29.98222117,49.38248192,21.44456641,0.144895719,12.07464325,0.193194292,10.14270033,0.689097379,0.490024803,1.010676157,16.84460261,19.50145584,0.076566375,12.67939178,0.091879651,0.275638952,0.382831877,0.183759301,0.137819476,3.307667422,0.107192926,3.445486897,0.826916855,1.653833711,0.229699126,0.413458428,0.382831877,8.269168554
1.01410454,79.9452412,23.40891312,295.7804907,26.53573545,1.267630674,27.88787484,1.521156809,3.718383312,21.8032476,50.70522698,91.94547825,30.42313619,21.54972146,35.49365888,21.44456641,0.144895719,12.07464325,0.193194292,10.14270033,0.679391783,0.483123045,0.996441281,16.60735469,19.22678745,0.075487976,12.5008088,0.090585571,0.271756713,0.377439879,0.181171142,0.135878357,3.261080556,0.105683166,3.396958913,0.815270139,1.630540278,0.226463928,0.40763507,0.377439879,8.152701391
0.881830034,69.51760104,20.35557663,257.2004267,23.07455257,1.102287543,24.25032595,1.322745052,3.233376793,18.95934574,44.09150172,79.95258978,26.45490103,18.73888823,30.8640512,21.44456641,0.144895719,12.07464325,0.193194292,10.14270033,0.679391783,0.483123045,0.996441281,16.60735469,19.22678745,0.075487976,12.5008088,0.090585571,0.271756713,0.377439879,0.181171142,0.135878357,3.261080556,0.105683166,3.396958913,0.815270139,1.630540278,0.226463928,0.40763507,0.377439879,8.152701391
0.332819723,26.23728814,7.682588598,97.07241911,8.708782743,0.416024653,9.152542373,0.499229584,1.220338983,7.155624037,16.64098613,30.17565485,9.98459168,7.072419106,11.64869029,20.9571899,0.141602634,11.80021954,0.188803513,9.912184413,0.679391783,0.483123045,0.996441281,16.60735469,19.22678745,0.075487976,12.5008088,0.090585571,0.271756713,0.377439879,0.181171142,0.135878357,3.261080556,0.105683166,3.396958913,0.815270139,1.630540278,0.226463928,0.40763507,0.377439879,8.152701391
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.93194292,0.148188804,12.34906696,0.197585071,10.37321625,0.679391783,0.483123045,0.996441281,16.60735469,19.22678745,0.075487976,12.5008088,0.090585571,0.271756713,0.377439879,0.181171142,0.135878357,3.261080556,0.105683166,3.396958913,0.815270139,1.630540278,0.226463928,0.40763507,0.377439879,8.152701391
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.44456641,0.144895719,12.07464325,0.193194292,10.14270033,0.669686186,0.476221288,0.982206406,16.37010676,18.95211906,0.074409576,12.32222582,0.089291491,0.267874474,0.372047881,0.178582983,0.133937237,3.214493691,0.104173407,3.348430929,0.803623423,1.607246846,0.223228729,0.401811711,0.372047881,8.036234228
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.44456641,0.144895719,12.07464325,0.193194292,10.14270033,0.679391783,0.483123045,0.996441281,16.60735469,19.22678745,0.075487976,12.5008088,0.090585571,0.271756713,0.377439879,0.181171142,0.135878357,3.261080556,0.105683166,3.396958913,0.815270139,1.630540278,0.226463928,0.40763507,0.377439879,8.152701391
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.44456641,0.144895719,12.07464325,0.193194292,10.14270033,0.679391783,0.483123045,0.996441281,16.60735469,19.22678745,0.075487976,12.5008088,0.090585571,0.271756713,0.377439879,0.181171142,0.135878357,3.261080556,0.105683166,3.396958913,0.815270139,1.630540278,0.226463928,0.40763507,0.377439879,8.152701391
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.44456641,0.144895719,12.07464325,0.193194292,10.14270033,0.689097379,0.490024803,1.010676157,16.84460261,19.50145584,0.076566375,12.67939178,0.091879651,0.275638952,0.382831877,0.183759301,0.137819476,3.307667422,0.107192926,3.445486897,0.826916855,1.653833711,0.229699126,0.413458428,0.382831877,8.269168554
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.93194292,0.148188804,12.34906696,0.197585071,10.37321625,0.679391783,0.483123045,0.996441281,16.60735469,19.22678745,0.075487976,12.5008088,0.090585571,0.271756713,0.377439879,0.181171142,0.135878357,3.261080556,0.105683166,3.396958913,0.815270139,1.630540278,0.226463928,0.40763507,0.377439879,8.152701391
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.47749726,0.266739846,22.22832053,0.355653128,18.67178924,0.679391783,0.483123045,0.996441281,16.60735469,19.22678745,0.075487976,12.5008088,0.090585571,0.271756713,0.377439879,0.181171142,0.135878357,3.261080556,0.105683166,3.396958913,0.815270139,1.630540278,0.226463928,0.40763507,0.377439879,8.152701391
1.09944293,86.67275098,25.37880763,320.6708546,28.76875667,1.374303662,30.23468057,1.649164395,4.031290743,23.63802299,54.9721465,99.68282565,32.9832879,23.36316226,38.48050255,39.47749726,0.266739846,22.22832053,0.355653128,18.67178924,0.689097379,0.490024803,1.010676157,16.84460261,19.50145584,0.076566375,12.67939178,0.091879651,0.275638952,0.382831877,0.183759301,0.137819476,3.307667422,0.107192926,3.445486897,0.826916855,1.653833711,0.229699126,0.413458428,0.382831877,8.269168554
2.52032713,198.6857888,58.17755126,735.0954131,65.94855991,3.150408913,69.30899609,3.780490696,9.241199478,54.18703331,126.0163565,228.5096598,75.60981391,53.55695152,88.21144957,39.96487377,0.270032931,22.50274424,0.360043908,18.90230516,0.145583953,0.103526367,0.213523132,3.558718861,4.120025882,0.016175995,2.678744743,0.019411194,0.058233581,0.080879974,0.038822388,0.029116791,0.698802976,0.022646393,0.727919767,0.174700744,0.349401488,0.048527984,0.087350372,0.080879974,1.747007441
2.453478725,193.4159061,56.63446723,715.5979614,64.19935996,3.066848406,67.47066493,3.680218087,8.996088657,52.74979258,122.6739362,222.4487377,73.60436174,52.1364229,85.87175536,39.47749726,0.266739846,22.22832053,0.355653128,18.67178924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.334004978,183.9973924,53.87661491,680.7514519,61.07313026,2.917506223,64.1851369,3.501007467,8.558018253,50.18110703,116.7002489,211.6164513,70.02014934,49.59760578,81.69017423,39.47749726,0.266739846,22.22832053,0.355653128,18.67178924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.102169017,165.7209909,48.52506815,613.1326301,55.00675596,2.627711272,57.80964798,3.153253526,7.707953064,45.19663387,105.1084509,190.5966576,63.06507052,44.67109162,73.57591561,21.93194292,0.148188804,12.34906696,0.197585071,10.37321625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.079412113,163.9269883,47.99976295,606.4951997,54.41128363,2.599265142,57.18383312,3.11911817,7.624511082,44.70736044,103.9706057,188.5333649,62.3823634,44.18750741,72.77942397,19.98243688,0.135016465,11.25137212,0.180021954,9.45115258,0.087350372,0.06211582,0.128113879,2.135231317,2.472015529,0.009705597,1.607246846,0.011646716,0.034940149,0.048527984,0.023293433,0.017470074,0.419281786,0.013587836,0.43675186,0.104820446,0.209640893,0.029116791,0.052410223,0.048527984,1.048204465
2.029631386,160.0026076,46.85065782,591.9758208,53.10868792,2.537039232,55.8148631,3.044447078,7.441981747,43.63707479,101.4815693,184.0199123,60.88894157,43.12966694,71.03709849,19.98243688,0.135016465,11.25137212,0.180021954,9.45115258,0.339695891,0.241561523,0.498220641,8.303677343,9.613393724,0.037743988,6.2504044,0.045292786,0.135878357,0.18871994,0.090585571,0.067939178,1.630540278,0.052841583,1.698479456,0.40763507,0.815270139,0.113231964,0.203817535,0.18871994,4.076350696
1.565959464,123.4498044,36.1475643,456.7381771,40.97593931,1.95744933,43.06388527,2.348939196,5.741851369,33.66812848,78.29797321,141.9803248,46.97878393,33.27663862,54.80858125,19.98243688,0.135016465,11.25137212,0.180021954,9.45115258,0.359107085,0.255365038,0.526690391,8.778173191,10.16273051,0.039900787,6.607570366,0.047880945,0.143642834,0.199503936,0.095761889,0.071821417,1.723714008,0.055861102,1.795535425,0.430928502,0.861857004,0.119702362,0.215464251,0.199503936,4.309285021
1.592983288,125.5801825,36.77136423,464.6201256,41.6830627,1.99122911,43.80704042,2.389474932,5.840938722,34.24914069,79.64916439,144.4304848,47.78949864,33.85089487,55.75441508,20.46981339,0.13830955,11.52579583,0.184412733,9.681668496,0.679391783,0.483123045,0.996441281,16.60735469,19.22678745,0.075487976,12.5008088,0.090585571,0.271756713,0.377439879,0.181171142,0.135878357,3.261080556,0.105683166,3.396958913,0.815270139,1.630540278,0.226463928,0.40763507,0.377439879,8.152701391
2.013986014,158.7692308,46.48951049,587.4125874,52.6993007,2.517482517,55.38461538,3.020979021,7.384615385,43.3006993,100.6993007,182.6013986,60.41958042,42.7972028,70.48951049,20.46981339,0.13830955,11.52579583,0.184412733,9.681668496,0.698802976,0.496926561,1.024911032,17.08185053,19.77612423,0.077644775,12.85797477,0.09317373,0.279521191,0.388223876,0.18634746,0.139760595,3.354254287,0.108702685,3.494014882,0.838563572,1.677127143,0.232934325,0.419281786,0.388223876,8.385635717
2.518904824,198.5736636,58.14471969,734.6805737,65.91134289,3.14863103,69.26988266,3.778357236,9.235984355,54.15645372,125.9452412,228.380704,75.56714472,53.52672751,88.16166884,19.98243688,0.135016465,11.25137212,0.180021954,9.45115258,0.679391783,0.483123045,0.996441281,16.60735469,19.22678745,0.075487976,12.5008088,0.090585571,0.271756713,0.377439879,0.181171142,0.135878357,3.261080556,0.105683166,3.396958913,0.815270139,1.630540278,0.226463928,0.40763507,0.377439879,8.152701391
3.703686144,291.9739244,85.49342183,1080.241792,96.91312078,4.62960768,101.851369,5.555529217,13.58018253,79.6292521,185.1843072,335.8008771,111.1105843,78.70333057,129.6290151,38.50274424,0.260153677,21.67947311,0.34687157,18.21075741,0.698802976,0.496926561,1.024911032,17.08185053,19.77612423,0.077644775,12.85797477,0.09317373,0.279521191,0.388223876,0.18634746,0.139760595,3.354254287,0.108702685,3.494014882,0.838563572,1.677127143,0.232934325,0.419281786,0.388223876,8.385635717
3.74635534,295.3376793,86.47836909,1092.686974,98.02963139,4.682944174,103.0247718,5.619533009,13.73663625,80.5466398,187.317767,339.6695508,112.3906602,79.61005097,131.1224369,38.50274424,0.260153677,21.67947311,0.34687157,18.21075741,0.679391783,0.483123045,0.996441281,16.60735469,19.22678745,0.075487976,12.5008088,0.090585571,0.271756713,0.377439879,0.181171142,0.135878357,3.261080556,0.105683166,3.396958913,0.815270139,1.630540278,0.226463928,0.40763507,0.377439879,8.152701391
3.3879341,267.0821382,78.20481214,988.1474458,88.65094228,4.234917625,93.16818774,5.08190115,12.42242503,72.84058315,169.396705,307.1726917,101.638023,71.99359962,118.5776935,38.01536773,0.256860593,21.4050494,0.34248079,17.98024149,0.698802976,0.496926561,1.024911032,17.08185053,19.77612423,0.077644775,12.85797477,0.09317373,0.279521191,0.388223876,0.18634746,0.139760595,3.354254287,0.108702685,3.494014882,0.838563572,1.677127143,0.232934325,0.419281786,0.388223876,8.385635717
3.18027735,250.7118644,73.41140216,927.5808937,83.21725732,3.975346687,87.45762712,4.770416025,11.66101695,68.37596302,159.0138675,288.3451464,95.40832049,67.58089368,111.3097072,38.50274424,0.260153677,21.67947311,0.34687157,18.21075741,0.679391783,0.483123045,0.996441281,16.60735469,19.22678745,0.075487976,12.5008088,0.090585571,0.271756713,0.377439879,0.181171142,0.135878357,3.261080556,0.105683166,3.396958913,0.815270139,1.630540278,0.226463928,0.40763507,0.377439879,8.152701391
2.843190708,224.1382008,65.63031883,829.2639564,74.39682352,3.553988384,78.18774446,4.264786061,10.42503259,61.12860021,142.1595354,257.7826242,85.29572123,60.41780254,99.51167477,38.50274424,0.260153677,21.67947311,0.34687157,18.21075741,0.689097379,0.490024803,1.010676157,16.84460261,19.50145584,0.076566375,12.67939178,0.091879651,0.275638952,0.382831877,0.183759301,0.137819476,3.307667422,0.107192926,3.445486897,0.826916855,1.653833711,0.229699126,0.413458428,0.382831877,8.269168554
1.77930544,140.2685789,41.07230058,518.9640868,46.55849236,2.2241318,48.93089961,2.66895816,6.524119948,38.25506697,88.96527202,161.3236933,53.37916321,37.81024061,62.27569041,38.01536773,0.256860593,21.4050494,0.34248079,17.98024149,0.689097379,0.490024803,1.010676157,16.84460261,19.50145584,0.076566375,12.67939178,0.091879651,0.275638952,0.382831877,0.183759301,0.137819476,3.307667422,0.107192926,3.445486897,0.826916855,1.653833711,0.229699126,0.413458428,0.382831877,8.269168554
0.492118051,38.79530639,11.35972502,143.5344317,12.87708901,0.615147564,13.53324641,0.738177077,1.804432855,10.58053811,24.60590257,44.61870333,14.76354154,10.45750859,17.2241318,30.70472009,0.207464325,17.28869374,0.2766191,14.52250274,0.689097379,0.490024803,1.010676157,16.84460261,19.50145584,0.076566375,12.67939178,0.091879651,0.275638952,0.382831877,0.183759301,0.137819476,3.307667422,0.107192926,3.445486897,0.826916855,1.653833711,0.229699126,0.413458428,0.382831877,8.269168554
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.49506037,0.131723381,10.97694841,0.175631175,9.220636663,0.679391783,0.483123045,0.996441281,16.60735469,19.22678745,0.075487976,12.5008088,0.090585571,0.271756713,0.377439879,0.181171142,0.135878357,3.261080556,0.105683166,3.396958913,0.815270139,1.630540278,0.226463928,0.40763507,0.377439879,8.152701391
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.98243688,0.135016465,11.25137212,0.180021954,9.45115258,0.679391783,0.483123045,0.996441281,16.60735469,19.22678745,0.075487976,12.5008088,0.090585571,0.271756713,0.377439879,0.181171142,0.135878357,3.261080556,0.105683166,3.396958913,0.815270139,1.630540278,0.226463928,0.40763507,0.377439879,8.152701391
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.00768386,0.128430296,10.7025247,0.171240395,8.990120746,0.679391783,0.483123045,0.996441281,16.60735469,19.22678745,0.075487976,12.5008088,0.090585571,0.271756713,0.377439879,0.181171142,0.135878357,3.261080556,0.105683166,3.396958913,0.815270139,1.630540278,0.226463928,0.40763507,0.377439879,8.152701391
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.49506037,0.131723381,10.97694841,0.175631175,9.220636663,0.698802976,0.496926561,1.024911032,17.08185053,19.77612423,0.077644775,12.85797477,0.09317373,0.279521191,0.388223876,0.18634746,0.139760595,3.354254287,0.108702685,3.494014882,0.838563572,1.677127143,0.232934325,0.419281786,0.388223876,8.385635717
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.98243688,0.135016465,11.25137212,0.180021954,9.45115258,0.679391783,0.483123045,0.996441281,16.60735469,19.22678745,0.075487976,12.5008088,0.090585571,0.271756713,0.377439879,0.181171142,0.135878357,3.261080556,0.105683166,3.396958913,0.815270139,1.630540278,0.226463928,0.40763507,0.377439879,8.152701391
0.304373593,23.99478488,7.025957094,88.77563115,7.964442337,0.380466991,8.370273794,0.456560389,1.116036506,6.544032239,15.21867963,27.59653905,9.131207775,6.467938841,10.65307574,38.99012075,0.263446762,21.95389682,0.351262349,18.44127333,0.679391783,0.483123045,0.996441281,16.60735469,19.22678745,0.075487976,12.5008088,0.090585571,0.271756713,0.377439879,0.181171142,0.135878357,3.261080556,0.105683166,3.396958913,0.815270139,1.630540278,0.226463928,0.40763507,0.377439879,8.152701391
1.796373118,141.6140808,41.46627948,523.9421595,47.0050966,2.245466398,49.40026076,2.694559678,6.586701434,38.62202205,89.81865592,162.8711627,53.89119355,38.17292877,62.87305914,38.50274424,0.260153677,21.67947311,0.34687157,18.21075741,0.679391783,0.483123045,0.996441281,16.60735469,19.22678745,0.075487976,12.5008088,0.090585571,0.271756713,0.377439879,0.181171142,0.135878357,3.261080556,0.105683166,3.396958913,0.815270139,1.630540278,0.226463928,0.40763507,0.377439879,8.152701391
2.908616807,229.2959583,67.14057129,848.3465687,76.10880645,3.635771009,79.98696219,4.36292521,10.66492829,62.53526135,145.4308403,263.7145905,87.25850421,61.80810715,101.8015882,38.99012075,0.263446762,21.95389682,0.351262349,18.44127333,0.698802976,0.496926561,1.024911032,17.08185053,19.77612423,0.077644775,12.85797477,0.09317373,0.279521191,0.388223876,0.18634746,0.139760595,3.354254287,0.108702685,3.494014882,0.838563572,1.677127143,0.232934325,0.419281786,0.388223876,8.385635717
2.770653076,218.4198175,63.9559085,808.1071471,72.49875548,3.463316345,76.19295958,4.155979614,10.15906128,59.56904113,138.5326538,251.2058789,83.11959227,58.87637786,96.97285765,38.99012075,0.263446762,21.95389682,0.351262349,18.44127333,0.679391783,0.483123045,0.996441281,16.60735469,19.22678745,0.075487976,12.5008088,0.090585571,0.271756713,0.377439879,0.181171142,0.135878357,3.261080556,0.105683166,3.396958913,0.815270139,1.630540278,0.226463928,0.40763507,0.377439879,8.152701391
2.753585398,217.0743155,63.5619296,803.1290743,72.05215124,3.441981747,75.72359844,4.130378096,10.09647979,59.20208605,137.6792699,249.6584094,82.60756193,58.5136897,96.37548892,38.50274424,0.260153677,21.67947311,0.34687157,18.21075741,0.679391783,0.483123045,0.996441281,16.60735469,19.22678745,0.075487976,12.5008088,0.090585571,0.271756713,0.377439879,0.181171142,0.135878357,3.261080556,0.105683166,3.396958913,0.815270139,1.630540278,0.226463928,0.40763507,0.377439879,8.152701391
2.709493896,213.5984355,62.54415076,790.269053,70.89842361,3.38686737,74.51108214,4.064240844,9.934810952,58.25411876,135.4746948,245.6607799,81.28481688,57.57674529,94.83228636,38.99012075,0.263446762,21.95389682,0.351262349,18.44127333,0.679391783,0.483123045,0.996441281,16.60735469,19.22678745,0.075487976,12.5008088,0.090585571,0.271756713,0.377439879,0.181171142,0.135878357,3.261080556,0.105683166,3.396958913,0.815270139,1.630540278,0.226463928,0.40763507,0.377439879,8.152701391
